a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
2.015051500778E12 2.0 45.0 9.0 3.0 30.0 1.0
2.015051500779E12 1.0 50.0 4.0 3.0 60.0 1.0
2.015051500779E12 1.0 41.0 2.0 3.0 60.0 1.0
2.015051500779E12 2.0 69.0 15.0 3.0 60.0 1.0
2.015051500783E12 1.0 56.0 13.0 3.0 30.0 1.0
2.015051500783E12 1.0 45.0 -1.0 3.0 30.0 1.0
2.015051500785E12 2.0 69.0 4.0 3.0 40.0 1.0
2.015051500786E12 1.0 67.0 5.0 2.0 30.0 1.0
2.015051500786E12 2.0 25.0 -1.0 2.0 30.0 1.0
2.015051500787E12 3.0 -1.0 11.0 3.0 30.0 2.0
2.015051500787E12 1.0 47.0 10.0 3.0 30.0 2.0
2.015051500788E12 1.0 44.0 5.0 2.0 30.0 1.0
2.015051500788E12 2.0 38.0 10.0 2.0 30.0 1.0
2.015051500789E12 1.0 55.0 15.0 3.0 30.0 1.0
2.01505150079E12 1.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500791E12 3.0 -1.0 15.0 3.0 30.0 1.0
2.015051500791E12 1.0 57.0 8.0 3.0 30.0 1.0
2.015051500793E12 1.0 17.0 1.0 3.0 30.0 1.0
2.015051500793E12 1.0 17.0 1.0 3.0 30.0 1.0
2.015051500793E12 1.0 17.0 1.0 3.0 30.0 1.0
2.015051500793E12 1.0 80.0 12.0 3.0 30.0 1.0
2.015051500794E12 1.0 25.0 1.0 3.0 30.0 1.0
2.015051500794E12 2.0 24.0 -1.0 3.0 30.0 1.0
2.015051500795E12 3.0 -1.0 -1.0 3.0 60.0 2.0
2.015051500795E12 1.0 48.0 -1.0 3.0 60.0 2.0
2.015051500795E12 1.0 48.0 -1.0 3.0 60.0 2.0
2.015051500797E12 1.0 29.0 7.0 2.0 30.0 1.0
2.015051500797E12 2.0 38.0 -1.0 2.0 30.0 1.0
2.015051500798E12 1.0 17.0 14.0 3.0 30.0 1.0
2.015051500798E12 2.0 40.0 9.0 3.0 30.0 1.0
2.015051500798E12 2.0 40.0 9.0 3.0 30.0 1.0
2.015051500798E12 2.0 40.0 9.0 3.0 30.0 1.0
2.015051500799E12 2.0 25.0 5.0 3.0 30.0 1.0
2.015051500799E12 1.0 61.0 6.0 3.0 30.0 1.0
2.015051500801E12 1.0 65.0 11.0 3.0 30.0 2.0
2.015051500802E12 1.0 47.0 11.0 3.0 30.0 1.0
2.015051500802E12 1.0 33.0 4.0 3.0 30.0 1.0
2.015051500802E12 1.0 33.0 4.0 3.0 30.0 1.0
2.015051500804E12 1.0 25.0 5.0 3.0 30.0 1.0
2.015051500804E12 1.0 25.0 5.0 3.0 30.0 1.0
2.015051500804E12 1.0 25.0 5.0 3.0 30.0 1.0
2.015051500804E12 1.0 45.0 14.0 3.0 30.0 1.0
2.015051500805E12 2.0 29.0 10.0 3.0 40.0 1.0
2.015051500805E12 1.0 27.0 3.0 3.0 40.0 1.0
2.015051500805E12 1.0 27.0 3.0 3.0 40.0 1.0
2.015051500806E12 2.0 41.0 -1.0 2.0 30.0 1.0
2.015051500806E12 1.0 40.0 10.0 2.0 30.0 1.0
2.015051500806E12 3.0 -1.0 10.0 2.0 30.0 1.0
2.015051500808E12 2.0 48.0 -1.0 3.0 50.0 1.0
2.015051500808E12 1.0 51.0 5.0 3.0 50.0 1.0
2.015051500808E12 1.0 58.0 5.0 3.0 50.0 1.0
2.015051500808E12 1.0 58.0 5.0 3.0 50.0 1.0
2.015051500808E12 1.0 58.0 5.0 3.0 50.0 1.0
2.015051500809E12 1.0 57.0 14.0 3.0 30.0 1.0
2.015051500809E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500809E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500812E12 2.0 30.0 12.0 3.0 30.0 1.0
2.015051500812E12 1.0 32.0 -1.0 3.0 30.0 1.0
2.015051500812E12 1.0 32.0 -1.0 3.0 30.0 1.0
2.015051500812E12 1.0 29.0 1.0 3.0 30.0 1.0
2.015051500813E12 1.0 33.0 7.0 3.0 30.0 1.0
2.015051500813E12 1.0 40.0 -1.0 3.0 30.0 1.0
2.015051500813E12 1.0 40.0 -1.0 3.0 30.0 1.0
2.015051500814E12 1.0 34.0 2.0 2.0 30.0 1.0
2.015051500814E12 3.0 -1.0 16.0 2.0 30.0 1.0
2.015051500816E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500817E12 1.0 32.0 10.0 3.0 30.0 1.0
2.015051500817E12 1.0 54.0 -1.0 3.0 30.0 1.0
2.015051500818E12 1.0 28.0 -1.0 3.0 30.0 1.0
2.015051500818E12 1.0 64.0 4.0 3.0 30.0 1.0
2.015051500819E12 1.0 83.0 16.0 3.0 30.0 2.0
2.01505150082E12 2.0 20.0 8.0 3.0 20.0 1.0
2.015051500821E12 2.0 59.0 -1.0 3.0 30.0 1.0
2.015051500821E12 1.0 50.0 7.0 3.0 30.0 1.0
2.015051500822E12 2.0 25.0 11.0 3.0 40.0 1.0
2.015051500822E12 1.0 39.0 1.0 3.0 40.0 1.0
2.015051500823E12 1.0 53.0 13.0 3.0 20.0 1.0
2.015051500823E12 1.0 35.0 4.0 3.0 20.0 1.0
2.015051500824E12 1.0 46.0 6.0 3.0 30.0 1.0
2.015051500824E12 1.0 44.0 -1.0 3.0 30.0 1.0
2.015051500826E12 1.0 29.0 4.0 3.0 30.0 1.0
2.015051500826E12 1.0 45.0 8.0 3.0 30.0 1.0
2.015051500826E12 1.0 64.0 1.0 3.0 30.0 1.0
2.015051500827E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051500827E12 1.0 27.0 3.0 3.0 30.0 1.0
2.015051500828E12 2.0 45.0 9.0 3.0 70.0 1.0
2.015051500828E12 1.0 29.0 1.0 3.0 70.0 1.0
2.015051500828E12 1.0 23.0 14.0 3.0 70.0 1.0
2.015051500829E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.01505150083E12 1.0 52.0 11.0 3.0 30.0 1.0
2.01505150083E12 1.0 74.0 5.0 3.0 30.0 1.0
2.01505150083E12 1.0 74.0 5.0 3.0 30.0 1.0
2.015051500831E12 1.0 79.0 5.0 3.0 30.0 1.0
2.015051500833E12 1.0 45.0 12.0 3.0 30.0 1.0
2.015051500833E12 1.0 12.0 -1.0 3.0 30.0 1.0
2.015051500835E12 1.0 81.0 13.0 2.0 30.0 1.0
2.015051500836E12 2.0 54.0 12.0 2.0 60.0 1.0
2.015051500836E12 1.0 81.0 -1.0 2.0 60.0 1.0
2.015051500837E12 3.0 -1.0 -1.0 2.0 30.0 1.0
2.015051500837E12 3.0 -1.0 17.0 2.0 30.0 1.0
2.015051500838E12 2.0 32.0 5.0 2.0 30.0 1.0
2.01505150084E12 1.0 58.0 15.0 2.0 30.0 1.0
2.015051500841E12 1.0 59.0 12.0 3.0 40.0 1.0
2.015051500841E12 1.0 29.0 1.0 3.0 40.0 1.0
2.015051500841E12 1.0 63.0 8.0 3.0 40.0 1.0
2.015051500842E12 1.0 23.0 6.0 3.0 30.0 1.0
2.015051500842E12 1.0 44.0 1.0 3.0 30.0 1.0
2.015051500842E12 1.0 59.0 1.0 3.0 30.0 1.0
2.015051500843E12 1.0 52.0 9.0 2.0 30.0 1.0
2.015051500844E12 1.0 31.0 7.0 2.0 30.0 1.0
2.015051500844E12 1.0 31.0 7.0 2.0 30.0 1.0
2.015051500844E12 1.0 34.0 14.0 2.0 30.0 1.0
2.015051500844E12 1.0 -1.0 5.0 2.0 30.0 1.0
2.015051500844E12 1.0 33.0 8.0 2.0 30.0 1.0
2.015051500845E12 2.0 60.0 9.0 3.0 20.0 1.0
2.015051500846E12 1.0 53.0 1.0 3.0 30.0 1.0
2.015051500846E12 1.0 21.0 11.0 3.0 30.0 1.0
2.015051500846E12 1.0 51.0 15.0 3.0 30.0 1.0
2.015051500847E12 1.0 41.0 13.0 3.0 30.0 1.0
2.015051500847E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500848E12 1.0 53.0 13.0 3.0 30.0 2.0
2.015051500849E12 1.0 16.0 -1.0 2.0 30.0 1.0
2.015051500849E12 2.0 59.0 14.0 2.0 30.0 1.0
2.01505150085E12 1.0 58.0 3.0 3.0 30.0 1.0
2.015051500851E12 1.0 55.0 9.0 3.0 30.0 1.0
2.015051500851E12 1.0 21.0 1.0 3.0 30.0 1.0
2.015051500854E12 2.0 34.0 3.0 3.0 30.0 1.0
2.015051500854E12 2.0 69.0 15.0 3.0 30.0 1.0
2.015051500856E12 1.0 22.0 15.0 3.0 30.0 1.0
2.015051500856E12 1.0 48.0 7.0 3.0 30.0 1.0
2.015051500856E12 1.0 48.0 7.0 3.0 30.0 1.0
2.015051500857E12 1.0 64.0 14.0 3.0 30.0 1.0
2.015051500858E12 1.0 40.0 8.0 3.0 30.0 1.0
2.015051500858E12 3.0 -1.0 4.0 3.0 30.0 1.0
2.01505150086E12 1.0 83.0 7.0 3.0 60.0 1.0
2.01505150086E12 1.0 21.0 6.0 3.0 60.0 1.0
2.015051500862E12 1.0 35.0 -1.0 3.0 30.0 1.0
2.015051500862E12 2.0 34.0 12.0 3.0 30.0 1.0
2.015051500862E12 3.0 -1.0 10.0 3.0 30.0 1.0
2.015051500863E12 1.0 24.0 1.0 3.0 30.0 1.0
2.015051500866E12 1.0 35.0 1.0 2.0 30.0 1.0
2.015051500867E12 2.0 24.0 9.0 3.0 30.0 1.0
2.015051500867E12 1.0 22.0 16.0 3.0 30.0 1.0
2.015051500868E12 1.0 72.0 -1.0 3.0 20.0 1.0
2.015051500868E12 1.0 32.0 6.0 3.0 20.0 1.0
2.015051500869E12 1.0 46.0 13.0 3.0 30.0 1.0
2.015051500869E12 1.0 46.0 13.0 3.0 30.0 1.0
2.015051500869E12 1.0 17.0 8.0 3.0 30.0 1.0
2.01505150087E12 1.0 39.0 7.0 3.0 20.0 2.0
2.01505150087E12 1.0 59.0 -1.0 3.0 20.0 2.0
2.015051500871E12 1.0 54.0 5.0 3.0 30.0 1.0
2.015051500872E12 1.0 24.0 9.0 3.0 30.0 1.0
2.015051500872E12 1.0 31.0 5.0 3.0 30.0 1.0
2.015051500873E12 3.0 -1.0 12.0 3.0 30.0 2.0
2.015051500873E12 1.0 32.0 6.0 3.0 30.0 2.0
2.015051500876E12 1.0 24.0 -1.0 3.0 30.0 1.0
2.015051500876E12 2.0 61.0 8.0 3.0 30.0 1.0
2.015051500877E12 2.0 25.0 7.0 3.0 30.0 1.0
2.015051500877E12 2.0 25.0 7.0 3.0 30.0 1.0
2.015051500877E12 1.0 31.0 14.0 3.0 30.0 1.0
2.015051500878E12 2.0 33.0 6.0 3.0 30.0 1.0
2.015051500878E12 1.0 55.0 1.0 3.0 30.0 1.0
2.015051500879E12 1.0 41.0 1.0 3.0 40.0 1.0
2.015051500879E12 1.0 79.0 14.0 3.0 40.0 1.0
2.015051500879E12 2.0 38.0 10.0 3.0 40.0 1.0
2.015051500879E12 2.0 38.0 10.0 3.0 40.0 1.0
2.015051500879E12 2.0 38.0 10.0 3.0 40.0 1.0
2.015051500879E12 2.0 39.0 5.0 3.0 40.0 1.0
2.01505150088E12 1.0 35.0 -1.0 3.0 50.0 1.0
2.015051500881E12 1.0 58.0 -1.0 3.0 30.0 1.0
2.015051500881E12 1.0 25.0 6.0 3.0 30.0 1.0
2.015051500883E12 2.0 25.0 12.0 3.0 30.0 1.0
2.015051500883E12 1.0 38.0 8.0 3.0 30.0 1.0
2.015051500883E12 1.0 28.0 9.0 3.0 30.0 1.0
2.015051500884E12 1.0 41.0 2.0 3.0 30.0 1.0
2.015051500884E12 1.0 19.0 -1.0 3.0 30.0 1.0
2.015051500885E12 1.0 28.0 7.0 3.0 30.0 1.0
2.015051500886E12 1.0 33.0 2.0 3.0 30.0 1.0
2.015051500886E12 2.0 20.0 1.0 3.0 30.0 1.0
2.015051500888E12 1.0 49.0 6.0 3.0 30.0 2.0
2.015051500888E12 1.0 13.0 -1.0 3.0 30.0 2.0
2.015051500889E12 2.0 22.0 -1.0 3.0 30.0 1.0
2.015051500889E12 1.0 18.0 2.0 3.0 30.0 1.0
2.01505150089E12 1.0 66.0 10.0 3.0 30.0 1.0
2.01505150089E12 1.0 43.0 20.0 3.0 30.0 1.0
2.015051500891E12 2.0 60.0 12.0 3.0 30.0 1.0
2.015051500892E12 1.0 30.0 9.0 2.0 40.0 1.0
2.015051500892E12 1.0 21.0 1.0 2.0 40.0 1.0
2.015051500892E12 1.0 21.0 1.0 2.0 40.0 1.0
2.015051500893E12 1.0 22.0 5.0 3.0 70.0 1.0
2.015051500893E12 1.0 41.0 4.0 3.0 70.0 1.0
2.015051500893E12 1.0 41.0 4.0 3.0 70.0 1.0
2.015051500893E12 1.0 41.0 4.0 3.0 70.0 1.0
2.015051500894E12 1.0 53.0 15.0 3.0 30.0 1.0
2.015051500894E12 2.0 42.0 -1.0 3.0 30.0 1.0
2.015051500895E12 1.0 90.0 5.0 2.0 30.0 1.0
2.015051500895E12 1.0 57.0 -1.0 2.0 30.0 1.0
2.015051500896E12 1.0 43.0 3.0 3.0 30.0 2.0
2.015051500896E12 1.0 43.0 15.0 3.0 30.0 2.0
2.015051500896E12 1.0 43.0 15.0 3.0 30.0 2.0
2.015051500897E12 1.0 45.0 2.0 3.0 30.0 1.0
2.015051500898E12 1.0 20.0 11.0 2.0 30.0 1.0
2.015051500898E12 1.0 20.0 11.0 2.0 30.0 1.0
2.015051500898E12 1.0 20.0 11.0 2.0 30.0 1.0
2.015051500898E12 1.0 24.0 1.0 2.0 30.0 1.0
2.0150515009E12 1.0 62.0 15.0 3.0 30.0 1.0
2.0150515009E12 2.0 27.0 -1.0 3.0 30.0 1.0
2.015051500901E12 1.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500901E12 2.0 22.0 1.0 3.0 30.0 2.0
2.015051500903E12 1.0 19.0 13.0 2.0 30.0 1.0
2.015051500903E12 1.0 51.0 15.0 2.0 30.0 1.0
2.015051500904E12 1.0 25.0 1.0 3.0 30.0 1.0
2.015051500906E12 2.0 67.0 7.0 2.0 30.0 1.0
2.015051500906E12 2.0 49.0 3.0 2.0 30.0 1.0
2.015051500906E12 2.0 59.0 14.0 2.0 30.0 1.0
2.015051500907E12 1.0 32.0 10.0 3.0 30.0 1.0
2.015051500907E12 1.0 25.0 11.0 3.0 30.0 1.0
2.015051500909E12 2.0 22.0 1.0 3.0 40.0 1.0
2.015051500909E12 1.0 8.0 -1.0 3.0 40.0 1.0
2.01505150091E12 2.0 23.0 9.0 3.0 50.0 1.0
2.01505150091E12 2.0 23.0 9.0 3.0 50.0 1.0
2.015051500912E12 2.0 80.0 6.0 3.0 30.0 1.0
2.015051500912E12 1.0 75.0 15.0 3.0 30.0 1.0
2.015051500913E12 1.0 18.0 8.0 3.0 30.0 1.0
2.015051500913E12 1.0 45.0 7.0 3.0 30.0 1.0
2.015051500913E12 1.0 45.0 7.0 3.0 30.0 1.0
2.015051500913E12 1.0 22.0 2.0 3.0 30.0 1.0
2.015051500913E12 1.0 22.0 2.0 3.0 30.0 1.0
2.015051500913E12 1.0 22.0 2.0 3.0 30.0 1.0
2.015051500913E12 1.0 22.0 2.0 3.0 30.0 1.0
2.015051500913E12 1.0 28.0 1.0 3.0 30.0 1.0
2.015051500916E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500921E12 2.0 22.0 9.0 2.0 30.0 1.0
2.015051500921E12 2.0 22.0 9.0 2.0 30.0 1.0
2.015051500921E12 3.0 -1.0 6.0 2.0 30.0 1.0
2.015051500921E12 3.0 -1.0 6.0 2.0 30.0 1.0
2.015051500922E12 1.0 19.0 -1.0 3.0 30.0 1.0
2.015051500922E12 2.0 44.0 12.0 3.0 30.0 1.0
2.015051500923E12 2.0 59.0 3.0 3.0 30.0 1.0
2.015051500923E12 2.0 59.0 3.0 3.0 30.0 1.0
2.015051500923E12 2.0 59.0 3.0 3.0 30.0 1.0
2.015051500923E12 1.0 71.0 3.0 3.0 30.0 1.0
2.015051500923E12 1.0 71.0 3.0 3.0 30.0 1.0
2.015051500923E12 2.0 23.0 2.0 3.0 30.0 1.0
2.015051500923E12 2.0 23.0 2.0 3.0 30.0 1.0
2.015051500923E12 2.0 23.0 2.0 3.0 30.0 1.0
2.015051500924E12 1.0 20.0 6.0 3.0 30.0 2.0
2.015051500924E12 2.0 32.0 6.0 3.0 30.0 2.0
2.015051500925E12 1.0 73.0 17.0 3.0 30.0 1.0
2.015051500925E12 1.0 25.0 7.0 3.0 30.0 1.0
2.015051500926E12 1.0 46.0 16.0 3.0 30.0 1.0
2.015051500926E12 1.0 49.0 12.0 3.0 30.0 1.0
2.015051500927E12 1.0 29.0 13.0 3.0 30.0 1.0
2.015051500928E12 1.0 71.0 6.0 3.0 30.0 1.0
2.015051500928E12 1.0 64.0 8.0 3.0 30.0 1.0
2.015051500929E12 2.0 31.0 12.0 3.0 30.0 1.0
2.01505150093E12 1.0 29.0 2.0 2.0 40.0 1.0
2.015051500933E12 1.0 26.0 13.0 3.0 30.0 1.0
2.015051500933E12 1.0 20.0 1.0 3.0 30.0 1.0
2.015051500934E12 2.0 30.0 14.0 3.0 30.0 1.0
2.015051500934E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500936E12 3.0 -1.0 15.0 3.0 30.0 1.0
2.015051500936E12 3.0 -1.0 4.0 3.0 30.0 1.0
2.015051500936E12 2.0 43.0 11.0 3.0 30.0 1.0
2.015051500936E12 2.0 49.0 4.0 3.0 30.0 1.0
2.015051500937E12 1.0 27.0 2.0 3.0 30.0 1.0
2.015051500937E12 1.0 34.0 -1.0 3.0 30.0 1.0
2.015051500938E12 1.0 43.0 4.0 3.0 30.0 1.0
2.015051500938E12 2.0 61.0 3.0 3.0 30.0 1.0
2.015051500939E12 1.0 49.0 9.0 3.0 30.0 1.0
2.015051500941E12 2.0 69.0 13.0 3.0 30.0 1.0
2.015051500941E12 1.0 49.0 1.0 3.0 30.0 1.0
2.015051500942E12 2.0 28.0 3.0 3.0 30.0 1.0
2.015051500942E12 2.0 38.0 9.0 3.0 30.0 1.0
2.015051500942E12 2.0 38.0 9.0 3.0 30.0 1.0
2.015051500943E12 1.0 33.0 11.0 1.0 30.0 1.0
2.015051500944E12 2.0 21.0 4.0 2.0 40.0 1.0
2.015051500944E12 1.0 41.0 -1.0 2.0 40.0 1.0
2.015051500947E12 1.0 73.0 2.0 3.0 30.0 1.0
2.015051500949E12 2.0 73.0 10.0 3.0 30.0 1.0
2.015051500949E12 1.0 39.0 -1.0 3.0 30.0 1.0
2.01505150095E12 2.0 21.0 9.0 3.0 60.0 1.0
2.01505150095E12 2.0 38.0 -1.0 3.0 60.0 1.0
2.015051500952E12 1.0 62.0 9.0 3.0 30.0 1.0
2.015051500952E12 2.0 21.0 14.0 3.0 30.0 1.0
2.015051500952E12 2.0 21.0 14.0 3.0 30.0 1.0
2.015051500953E12 1.0 39.0 14.0 3.0 60.0 1.0
2.015051500953E12 1.0 58.0 15.0 3.0 60.0 1.0
2.015051500956E12 1.0 25.0 8.0 3.0 30.0 2.0
2.015051500956E12 2.0 27.0 5.0 3.0 30.0 2.0
2.015051500956E12 2.0 27.0 5.0 3.0 30.0 2.0
2.015051500956E12 2.0 27.0 5.0 3.0 30.0 2.0
2.015051500957E12 2.0 34.0 13.0 3.0 30.0 1.0
2.015051500958E12 3.0 -1.0 -1.0 3.0 20.0 1.0
2.01505150096E12 1.0 51.0 -1.0 2.0 30.0 1.0
2.015051500963E12 1.0 44.0 3.0 3.0 40.0 1.0
2.015051500963E12 2.0 23.0 5.0 3.0 40.0 1.0
2.015051500964E12 3.0 -1.0 1.0 3.0 30.0 2.0
2.015051500964E12 2.0 29.0 1.0 3.0 30.0 2.0
2.015051500964E12 2.0 29.0 1.0 3.0 30.0 2.0
2.015051500964E12 2.0 29.0 1.0 3.0 30.0 2.0
2.015051500964E12 2.0 29.0 1.0 3.0 30.0 2.0
2.015051500965E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051500966E12 1.0 62.0 5.0 3.0 30.0 1.0
2.015051500967E12 1.0 35.0 -1.0 3.0 30.0 1.0
2.015051500967E12 1.0 53.0 2.0 3.0 30.0 1.0
2.015051500967E12 2.0 32.0 3.0 3.0 30.0 1.0
2.015051500969E12 1.0 50.0 7.0 3.0 30.0 1.0
2.01505150097E12 3.0 -1.0 -1.0 3.0 20.0 1.0
2.015051500971E12 2.0 34.0 3.0 3.0 40.0 1.0
2.015051500971E12 1.0 37.0 14.0 3.0 40.0 1.0
2.015051500972E12 1.0 62.0 14.0 3.0 30.0 1.0
2.015051500973E12 1.0 20.0 2.0 2.0 30.0 1.0
2.015051500973E12 1.0 20.0 2.0 2.0 30.0 1.0
2.015051500973E12 1.0 67.0 2.0 2.0 30.0 1.0
2.015051500973E12 1.0 67.0 2.0 2.0 30.0 1.0
2.015051500974E12 2.0 25.0 -1.0 2.0 30.0 1.0
2.015051500974E12 2.0 25.0 -1.0 2.0 30.0 1.0
2.015051500974E12 3.0 -1.0 -1.0 2.0 30.0 1.0
2.015051500975E12 2.0 35.0 14.0 3.0 30.0 1.0
2.015051500975E12 2.0 56.0 2.0 3.0 30.0 1.0
2.015051500975E12 2.0 56.0 2.0 3.0 30.0 1.0
2.015051500978E12 1.0 52.0 3.0 2.0 30.0 1.0
2.015051500978E12 1.0 47.0 -1.0 2.0 30.0 1.0
2.015051500979E12 1.0 34.0 1.0 3.0 30.0 1.0
2.015051500979E12 1.0 30.0 5.0 3.0 30.0 1.0
2.015051500984E12 2.0 27.0 7.0 3.0 30.0 1.0
2.015051500984E12 2.0 29.0 1.0 3.0 30.0 1.0
2.015051500985E12 3.0 -1.0 15.0 2.0 30.0 1.0
2.015051500985E12 1.0 82.0 3.0 2.0 30.0 1.0
2.015051500986E12 1.0 16.0 1.0 3.0 30.0 1.0
2.015051500986E12 1.0 31.0 12.0 3.0 30.0 1.0
2.015051500986E12 1.0 31.0 12.0 3.0 30.0 1.0
2.015051500988E12 1.0 49.0 2.0 1.0 30.0 1.0
2.015051500988E12 1.0 82.0 -1.0 1.0 30.0 1.0
2.015051500989E12 1.0 12.0 -1.0 2.0 30.0 1.0
2.015051500989E12 1.0 63.0 21.0 2.0 30.0 1.0
2.01505150099E12 1.0 58.0 2.0 3.0 30.0 1.0
2.01505150099E12 2.0 61.0 5.0 3.0 30.0 1.0
2.01505150099E12 1.0 52.0 3.0 3.0 30.0 1.0
2.015051500991E12 3.0 -1.0 16.0 3.0 30.0 1.0
2.015051500991E12 1.0 38.0 6.0 3.0 30.0 1.0
2.015051500992E12 1.0 55.0 3.0 3.0 30.0 1.0
2.015051500993E12 2.0 24.0 1.0 3.0 30.0 1.0
2.015051500994E12 1.0 26.0 1.0 3.0 20.0 2.0
2.015051500995E12 2.0 70.0 4.0 3.0 30.0 2.0
2.015051500995E12 2.0 43.0 -1.0 3.0 30.0 2.0
2.015051500996E12 2.0 23.0 8.0 3.0 30.0 1.0
2.015051500998E12 1.0 23.0 8.0 3.0 20.0 1.0
2.015051500998E12 1.0 23.0 8.0 3.0 20.0 1.0
2.015051500999E12 1.0 40.0 10.0 3.0 30.0 1.0
2.015051500999E12 1.0 45.0 10.0 3.0 30.0 1.0
2.015051500999E12 2.0 26.0 3.0 3.0 30.0 1.0
2.015051501001E12 1.0 27.0 1.0 2.0 30.0 1.0
2.015051501002E12 3.0 -1.0 -1.0 3.0 40.0 2.0
2.015051501005E12 3.0 -1.0 1.0 3.0 20.0 2.0
2.015051501005E12 3.0 -1.0 2.0 3.0 20.0 2.0
2.015051501006E12 1.0 43.0 14.0 3.0 30.0 1.0
2.015051501007E12 1.0 22.0 4.0 3.0 40.0 1.0
2.015051501007E12 1.0 53.0 15.0 3.0 40.0 1.0
2.015051501008E12 1.0 20.0 12.0 3.0 30.0 2.0
2.015051501008E12 1.0 53.0 3.0 3.0 30.0 2.0
2.015051501009E12 3.0 -1.0 7.0 3.0 20.0 1.0
2.01505150101E12 2.0 37.0 1.0 2.0 60.0 1.0
2.01505150101E12 1.0 50.0 7.0 2.0 60.0 1.0
2.015051501011E12 1.0 27.0 12.0 3.0 20.0 1.0
2.015051501011E12 2.0 37.0 6.0 3.0 20.0 1.0
2.015051501012E12 1.0 33.0 1.0 2.0 60.0 1.0
2.015051501014E12 2.0 37.0 10.0 3.0 30.0 1.0
2.015051501014E12 1.0 24.0 9.0 3.0 30.0 1.0
2.015051501015E12 3.0 -1.0 2.0 3.0 30.0 2.0
2.015051501015E12 1.0 52.0 8.0 3.0 30.0 2.0
2.015051501015E12 1.0 52.0 8.0 3.0 30.0 2.0
2.015051501016E12 3.0 -1.0 -1.0 3.0 30.0 2.0
2.015051501017E12 2.0 46.0 -1.0 3.0 70.0 1.0
2.015051501018E12 1.0 7.0 -1.0 3.0 30.0 1.0
2.015051501018E12 1.0 27.0 12.0 3.0 30.0 1.0
2.015051501019E12 1.0 66.0 2.0 3.0 30.0 1.0
2.015051501019E12 1.0 28.0 8.0 3.0 30.0 1.0
2.015051501019E12 1.0 28.0 8.0 3.0 30.0 1.0
2.01505150102E12 3.0 -1.0 10.0 3.0 40.0 1.0
2.01505150102E12 1.0 18.0 4.0 3.0 40.0 1.0
2.015051501021E12 1.0 47.0 12.0 2.0 30.0 1.0
2.015051501022E12 2.0 26.0 2.0 3.0 30.0 1.0
2.015051501022E12 1.0 80.0 1.0 3.0 30.0 1.0
2.015051501023E12 1.0 30.0 12.0 3.0 30.0 1.0
2.015051501023E12 2.0 29.0 4.0 3.0 30.0 1.0
2.015051501023E12 2.0 29.0 4.0 3.0 30.0 1.0
2.015051501023E12 2.0 29.0 4.0 3.0 30.0 1.0
2.015051501024E12 1.0 28.0 -1.0 3.0 30.0 1.0
2.015051501024E12 1.0 64.0 13.0 3.0 30.0 1.0
2.015051501025E12 1.0 27.0 11.0 2.0 30.0 1.0
2.015051501028E12 2.0 53.0 2.0 3.0 30.0 2.0
2.015051501028E12 1.0 44.0 -1.0 3.0 30.0 2.0
2.01505150103E12 1.0 27.0 6.0 3.0 30.0 2.0
2.015051501031E12 1.0 20.0 6.0 3.0 30.0 1.0
2.015051501031E12 1.0 49.0 5.0 3.0 30.0 1.0
2.015051501031E12 1.0 48.0 4.0 3.0 30.0 1.0
2.015051501031E12 1.0 58.0 2.0 3.0 30.0 1.0
2.015051501033E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051501033E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051501033E12 1.0 45.0 9.0 3.0 30.0 1.0
2.015051501034E12 1.0 32.0 7.0 2.0 30.0 1.0
2.015051501035E12 1.0 27.0 5.0 3.0 30.0 1.0
2.015051501035E12 2.0 26.0 6.0 3.0 30.0 1.0
2.015051501036E12 1.0 39.0 5.0 2.0 30.0 1.0
2.015051501037E12 3.0 -1.0 -1.0 3.0 30.0 1.0
2.015051501038E12 1.0 70.0 15.0 3.0 30.0 1.0
2.015051501038E12 1.0 70.0 15.0 3.0 30.0 1.0
2.015051501038E12 1.0 29.0 7.0 3.0 30.0 1.0
2.015051501039E12 2.0 47.0 9.0 3.0 30.0 1.0
2.015051501039E12 1.0 42.0 2.0 3.0 30.0 1.0
2.01505150104E12 1.0 -1.0 -1.0 3.0 30.0 1.0
2.01505150104E12 1.0 49.0 1.0 3.0 30.0 1.0
2.01505150104E12 1.0 61.0 2.0 3.0 30.0 1.0
2.015051501041E12 2.0 71.0 10.0 2.0 30.0 1.0
2.015051501041E12 1.0 33.0 8.0 2.0 30.0 1.0
2.015051501042E12 1.0 71.0 15.0 2.0 30.0 1.0
