a accidentIndex
b sexOfDriver
c ageOfDriver
d ageOfVehicle
e accidentSeverity
f speedLimit
g didPoliceOfficerAttendSceneOfAccident

a             b   c    d    e   f    g
201501PY20537 1.0 -1.0 5.0 3.0 30.0 1.0
201501PY20537 1.0 46.0 10.0 3.0 30.0 1.0
201501PY20538 1.0 26.0 -1.0 2.0 30.0 1.0
201501PY20539 1.0 19.0 14.0 3.0 30.0 1.0
201501PY20539 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20540 2.0 55.0 5.0 3.0 30.0 1.0
201501PY20540 1.0 -1.0 9.0 3.0 30.0 1.0
201501PY20541 2.0 -1.0 18.0 3.0 30.0 1.0
201501PY20541 1.0 31.0 5.0 3.0 30.0 1.0
201501PY20542 1.0 18.0 -1.0 3.0 30.0 1.0
201501PY20542 1.0 60.0 4.0 3.0 30.0 1.0
201501PY20543 2.0 55.0 12.0 3.0 30.0 1.0
201501PY20543 2.0 40.0 7.0 3.0 30.0 1.0
201501PY20544 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20545 1.0 78.0 3.0 3.0 30.0 1.0
201501PY20546 1.0 28.0 12.0 3.0 30.0 1.0
201501PY20547 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20547 2.0 16.0 -1.0 3.0 30.0 1.0
201501PY20548 1.0 55.0 15.0 3.0 30.0 1.0
201501PY20548 1.0 36.0 -1.0 3.0 30.0 1.0
201501PY20549 1.0 20.0 10.0 3.0 30.0 1.0
201501PY20549 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20550 2.0 31.0 -1.0 3.0 30.0 1.0
201501PY20550 1.0 34.0 2.0 3.0 30.0 1.0
201501PY20551 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20551 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20551 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20551 1.0 -1.0 3.0 3.0 30.0 1.0
201501PY20552 2.0 36.0 10.0 3.0 30.0 1.0
201501PY20552 2.0 44.0 -1.0 3.0 30.0 1.0
201501PY20553 1.0 53.0 3.0 3.0 30.0 1.0
201501PY20553 2.0 20.0 9.0 3.0 30.0 1.0
201501PY20554 2.0 44.0 1.0 3.0 30.0 1.0
201501PY20554 1.0 59.0 -1.0 3.0 30.0 1.0
201501PY20555 2.0 26.0 3.0 3.0 30.0 1.0
201501PY20555 1.0 34.0 1.0 3.0 30.0 1.0
201501PY20556 1.0 25.0 8.0 3.0 30.0 1.0
201501PY20556 2.0 46.0 5.0 3.0 30.0 1.0
201501PY20557 1.0 25.0 3.0 3.0 30.0 1.0
201501PY20557 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20558 1.0 52.0 8.0 3.0 30.0 1.0
201501PY20558 2.0 21.0 1.0 3.0 30.0 1.0
201501PY20559 1.0 48.0 -1.0 3.0 30.0 1.0
201501PY20559 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20560 2.0 46.0 9.0 3.0 30.0 1.0
201501PY20560 2.0 24.0 -1.0 3.0 30.0 1.0
201501PY20561 1.0 25.0 1.0 3.0 30.0 1.0
201501PY20561 1.0 -1.0 15.0 3.0 30.0 1.0
201501PY20563 1.0 21.0 1.0 3.0 30.0 1.0
201501PY20564 1.0 41.0 -1.0 3.0 30.0 1.0
201501PY20564 2.0 17.0 -1.0 3.0 30.0 1.0
201501PY20565 2.0 48.0 6.0 3.0 30.0 1.0
201501PY20565 1.0 29.0 -1.0 3.0 30.0 1.0
201501PY20566 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20566 1.0 36.0 -1.0 3.0 30.0 1.0
201501PY20568 1.0 42.0 -1.0 3.0 30.0 1.0
201501PY20568 1.0 -1.0 11.0 3.0 30.0 1.0
201501PY20569 1.0 24.0 11.0 3.0 30.0 1.0
201501PY20569 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20570 1.0 32.0 10.0 3.0 30.0 1.0
201501PY20570 2.0 22.0 10.0 3.0 30.0 1.0
201501PY20571 2.0 20.0 1.0 3.0 30.0 1.0
201501PY20571 1.0 63.0 -1.0 3.0 30.0 1.0
201501PY20572 1.0 25.0 2.0 3.0 30.0 1.0
201501PY20572 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20573 1.0 30.0 10.0 3.0 30.0 1.0
201501PY20574 2.0 38.0 13.0 3.0 30.0 1.0
201501PY20577 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20578 1.0 24.0 6.0 2.0 30.0 1.0
201501PY20578 1.0 -1.0 -1.0 2.0 30.0 1.0
201501PY20579 1.0 44.0 -1.0 3.0 30.0 1.0
201501PY20579 1.0 28.0 16.0 3.0 30.0 1.0
201501PY20580 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20580 1.0 27.0 -1.0 3.0 30.0 1.0
201501PY20583 1.0 30.0 4.0 3.0 30.0 1.0
201501PY20583 1.0 66.0 2.0 3.0 30.0 1.0
201501PY20584 1.0 -1.0 22.0 3.0 30.0 1.0
201501PY20585 1.0 -1.0 -1.0 2.0 30.0 1.0
201501PY20586 1.0 53.0 11.0 3.0 30.0 1.0
201501PY20586 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20587 1.0 26.0 9.0 3.0 30.0 1.0
201501PY20589 1.0 46.0 1.0 3.0 30.0 1.0
201501PY20589 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20589 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20590 1.0 51.0 -1.0 3.0 30.0 1.0
201501PY20590 1.0 -1.0 8.0 3.0 30.0 1.0
201501PY20591 2.0 53.0 8.0 3.0 30.0 1.0
201501PY20591 2.0 36.0 4.0 3.0 30.0 1.0
201501PY20592 1.0 62.0 3.0 3.0 30.0 1.0
201501PY20593 1.0 -1.0 2.0 3.0 30.0 1.0
201501PY20593 2.0 -1.0 12.0 3.0 30.0 1.0
201501PY20593 1.0 -1.0 12.0 3.0 30.0 1.0
201501PY20595 2.0 44.0 7.0 3.0 30.0 1.0
201501PY20595 1.0 55.0 2.0 3.0 30.0 1.0
201501PY20596 2.0 46.0 4.0 3.0 30.0 1.0
201501PY20596 1.0 21.0 5.0 3.0 30.0 1.0
201501PY20599 2.0 38.0 -1.0 3.0 30.0 1.0
201501PY20600 1.0 42.0 11.0 3.0 30.0 1.0
201501PY20600 2.0 18.0 -1.0 3.0 30.0 1.0
201501PY20601 2.0 17.0 10.0 3.0 30.0 1.0
201501PY20601 1.0 78.0 8.0 3.0 30.0 1.0
201501PY20601 1.0 -1.0 14.0 3.0 30.0 1.0
201501PY20602 2.0 84.0 19.0 3.0 30.0 1.0
201501PY20602 1.0 19.0 -1.0 3.0 30.0 1.0
201501PY20603 1.0 52.0 10.0 3.0 30.0 1.0
201501PY20603 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20604 1.0 46.0 40.0 3.0 30.0 1.0
201501PY20604 1.0 36.0 3.0 3.0 30.0 1.0
201501PY20605 1.0 42.0 4.0 3.0 30.0 1.0
201501PY20607 1.0 52.0 9.0 3.0 30.0 1.0
201501PY20608 1.0 55.0 9.0 3.0 30.0 1.0
201501PY20608 1.0 28.0 -1.0 3.0 30.0 1.0
201501PY20610 1.0 51.0 -1.0 3.0 30.0 1.0
201501PY20611 1.0 55.0 -1.0 2.0 30.0 2.0
201501PY20611 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20612 2.0 53.0 15.0 3.0 30.0 1.0
201501PY20612 1.0 50.0 -1.0 3.0 30.0 1.0
201501PY20613 1.0 40.0 13.0 3.0 30.0 1.0
201501PY20613 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20614 1.0 -1.0 13.0 3.0 30.0 1.0
201501PY20614 2.0 35.0 5.0 3.0 30.0 1.0
201501PY20615 1.0 24.0 -1.0 3.0 30.0 1.0
201501PY20615 1.0 18.0 9.0 3.0 30.0 1.0
201501PY20616 2.0 76.0 16.0 3.0 30.0 1.0
201501PY20616 1.0 21.0 -1.0 3.0 30.0 1.0
201501PY20617 1.0 66.0 -1.0 3.0 30.0 1.0
201501PY20618 1.0 34.0 10.0 3.0 30.0 1.0
201501PY20618 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20619 2.0 18.0 9.0 3.0 30.0 1.0
201501PY20619 2.0 37.0 4.0 3.0 30.0 1.0
201501PY20620 1.0 30.0 11.0 3.0 30.0 1.0
201501PY20620 1.0 53.0 5.0 3.0 30.0 1.0
201501PY20621 1.0 30.0 -1.0 3.0 30.0 1.0
201501PY20621 2.0 72.0 5.0 3.0 30.0 1.0
201501PY20622 1.0 -1.0 8.0 3.0 30.0 1.0
201501PY20622 2.0 38.0 -1.0 3.0 30.0 1.0
201501PY20623 1.0 31.0 -1.0 3.0 30.0 1.0
201501PY20623 1.0 -1.0 12.0 3.0 30.0 1.0
201501PY20624 1.0 20.0 -1.0 3.0 30.0 2.0
201501PY20624 1.0 -1.0 -1.0 3.0 30.0 2.0
201501PY20625 1.0 31.0 4.0 3.0 30.0 1.0
201501PY20626 1.0 46.0 -1.0 3.0 30.0 1.0
201501PY20626 2.0 34.0 5.0 3.0 30.0 1.0
201501PY20627 2.0 18.0 8.0 3.0 30.0 1.0
201501PY20627 2.0 22.0 7.0 3.0 30.0 1.0
201501PY20628 2.0 21.0 7.0 3.0 30.0 1.0
201501PY20628 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20629 2.0 68.0 6.0 3.0 30.0 1.0
201501PY20629 1.0 42.0 15.0 3.0 30.0 1.0
201501PY20630 1.0 -1.0 12.0 3.0 30.0 1.0
201501PY20631 1.0 68.0 5.0 3.0 30.0 1.0
201501PY20631 1.0 45.0 12.0 3.0 30.0 1.0
201501PY20632 2.0 46.0 2.0 3.0 30.0 1.0
201501PY20632 1.0 50.0 7.0 3.0 30.0 1.0
201501PY20633 1.0 58.0 8.0 3.0 30.0 1.0
201501PY20633 1.0 41.0 4.0 3.0 30.0 1.0
201501PY20634 2.0 24.0 -1.0 3.0 30.0 1.0
201501PY20634 2.0 51.0 13.0 3.0 30.0 1.0
201501PY20634 2.0 51.0 13.0 3.0 30.0 1.0
201501PY20635 1.0 -1.0 -1.0 2.0 30.0 1.0
201501PY20636 2.0 20.0 4.0 3.0 30.0 1.0
201501PY20637 2.0 42.0 13.0 3.0 30.0 1.0
201501PY20637 1.0 30.0 12.0 3.0 30.0 1.0
201501PY20638 2.0 42.0 1.0 3.0 30.0 1.0
201501PY20638 2.0 -1.0 1.0 3.0 30.0 1.0
201501PY20640 2.0 24.0 6.0 3.0 30.0 1.0
201501PY20640 1.0 -1.0 2.0 3.0 30.0 1.0
201501PY20640 1.0 -1.0 2.0 3.0 30.0 1.0
201501PY20641 2.0 31.0 7.0 3.0 30.0 1.0
201501PY20641 1.0 46.0 -1.0 3.0 30.0 1.0
201501PY20642 1.0 22.0 2.0 3.0 30.0 1.0
201501PY20642 1.0 42.0 -1.0 3.0 30.0 1.0
201501PY20643 1.0 -1.0 7.0 3.0 30.0 1.0
201501PY20644 2.0 54.0 8.0 3.0 30.0 1.0
201501PY20644 1.0 46.0 -1.0 3.0 30.0 1.0
201501PY20645 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20645 1.0 14.0 -1.0 3.0 30.0 1.0
201501PY20646 2.0 31.0 13.0 3.0 30.0 1.0
201501PY20646 2.0 24.0 1.0 3.0 30.0 1.0
201501PY20646 2.0 24.0 1.0 3.0 30.0 1.0
201501PY20647 1.0 48.0 -1.0 3.0 30.0 1.0
201501PY20647 1.0 -1.0 1.0 3.0 30.0 1.0
201501PY20648 2.0 34.0 5.0 3.0 30.0 1.0
201501PY20648 1.0 34.0 -1.0 3.0 30.0 1.0
201501PY20649 1.0 17.0 8.0 3.0 30.0 1.0
201501PY20649 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20650 1.0 26.0 -1.0 3.0 30.0 1.0
201501PY20651 1.0 24.0 2.0 3.0 30.0 1.0
201501PY20651 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20652 1.0 26.0 7.0 3.0 30.0 1.0
201501PY20653 1.0 42.0 22.0 3.0 30.0 1.0
201501PY20653 1.0 34.0 11.0 3.0 30.0 1.0
201501PY20654 2.0 21.0 6.0 3.0 30.0 1.0
201501PY20654 1.0 28.0 2.0 3.0 30.0 1.0
201501PY20655 1.0 27.0 10.0 3.0 30.0 1.0
201501PY20655 1.0 27.0 10.0 3.0 30.0 1.0
201501PY20655 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20657 2.0 31.0 9.0 3.0 30.0 1.0
201501PY20657 1.0 76.0 8.0 3.0 30.0 1.0
201501PY20658 2.0 33.0 1.0 3.0 30.0 1.0
201501PY20659 1.0 41.0 5.0 3.0 30.0 1.0
201501PY20659 2.0 21.0 -1.0 3.0 30.0 1.0
201501PY20660 1.0 21.0 10.0 3.0 30.0 1.0
201501PY20661 2.0 18.0 13.0 3.0 30.0 1.0
201501PY20661 2.0 38.0 1.0 3.0 30.0 1.0
201501PY20661 2.0 38.0 1.0 3.0 30.0 1.0
201501PY20662 1.0 49.0 -1.0 3.0 30.0 1.0
201501PY20662 1.0 45.0 -1.0 3.0 30.0 1.0
201501PY20663 2.0 48.0 8.0 3.0 30.0 1.0
201501PY20663 2.0 54.0 5.0 3.0 30.0 1.0
201501PY20664 1.0 45.0 11.0 3.0 30.0 1.0
201501PY20664 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20665 1.0 55.0 2.0 2.0 30.0 1.0
201501PY20665 2.0 41.0 7.0 2.0 30.0 1.0
201501PY20666 1.0 49.0 -1.0 3.0 30.0 1.0
201501PY20666 1.0 -1.0 7.0 3.0 30.0 1.0
201501PY20667 1.0 64.0 11.0 3.0 30.0 1.0
201501PY20667 1.0 64.0 11.0 3.0 30.0 1.0
201501PY20667 1.0 29.0 1.0 3.0 30.0 1.0
201501PY20668 1.0 31.0 11.0 3.0 30.0 1.0
201501PY20668 1.0 31.0 11.0 3.0 30.0 1.0
201501PY20669 2.0 35.0 17.0 3.0 30.0 1.0
201501PY20669 1.0 48.0 -1.0 3.0 30.0 1.0
201501PY20670 1.0 44.0 -1.0 3.0 30.0 1.0
201501PY20670 1.0 18.0 -1.0 3.0 30.0 1.0
201501PY20671 1.0 62.0 3.0 3.0 30.0 1.0
201501PY20672 1.0 75.0 6.0 3.0 30.0 1.0
201501PY20673 1.0 33.0 -1.0 3.0 30.0 1.0
201501PY20673 1.0 33.0 4.0 3.0 30.0 1.0
201501PY20673 2.0 76.0 12.0 3.0 30.0 1.0
201501PY20674 2.0 28.0 16.0 3.0 30.0 1.0
201501PY20674 2.0 44.0 1.0 3.0 30.0 1.0
201501PY20675 1.0 20.0 3.0 3.0 30.0 1.0
201501PY20675 1.0 34.0 17.0 3.0 30.0 1.0
201501PY20676 1.0 -1.0 9.0 3.0 30.0 1.0
201501PY20678 1.0 26.0 3.0 3.0 30.0 1.0
201501PY20679 1.0 18.0 -1.0 3.0 30.0 1.0
201501PY20679 1.0 44.0 -1.0 3.0 30.0 1.0
201501PY20680 1.0 41.0 -1.0 3.0 30.0 1.0
201501PY20680 1.0 55.0 6.0 3.0 30.0 1.0
201501PY20680 1.0 54.0 3.0 3.0 30.0 1.0
201501PY20681 1.0 85.0 3.0 3.0 30.0 1.0
201501PY20682 1.0 -1.0 6.0 3.0 30.0 1.0
201501PY20682 1.0 84.0 3.0 3.0 30.0 1.0
201501PY20683 2.0 28.0 3.0 3.0 30.0 1.0
201501PY20684 2.0 17.0 5.0 3.0 30.0 1.0
201501PY20685 1.0 50.0 11.0 2.0 30.0 1.0
201501PY20685 1.0 42.0 -1.0 2.0 30.0 1.0
201501PY20686 2.0 17.0 3.0 3.0 30.0 1.0
201501PY20686 2.0 21.0 -1.0 3.0 30.0 1.0
201501PY20687 1.0 49.0 4.0 3.0 30.0 1.0
201501PY20687 2.0 42.0 12.0 3.0 30.0 1.0
201501PY20688 2.0 51.0 10.0 3.0 30.0 1.0
201501PY20688 1.0 -1.0 7.0 3.0 30.0 1.0
201501PY20689 2.0 21.0 1.0 3.0 30.0 1.0
201501PY20689 2.0 21.0 1.0 3.0 30.0 1.0
201501PY20689 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20690 1.0 22.0 17.0 3.0 30.0 1.0
201501PY20690 2.0 31.0 13.0 3.0 30.0 1.0
201501PY20690 1.0 27.0 4.0 3.0 30.0 1.0
201501PY20691 1.0 46.0 8.0 3.0 30.0 1.0
201501PY20691 1.0 28.0 -1.0 3.0 30.0 1.0
201501PY20692 2.0 60.0 12.0 3.0 30.0 1.0
201501PY20692 1.0 33.0 2.0 3.0 30.0 1.0
201501PY20693 1.0 21.0 1.0 3.0 30.0 1.0
201501PY20693 1.0 20.0 2.0 3.0 30.0 1.0
201501PY20694 1.0 45.0 -1.0 3.0 30.0 1.0
201501PY20695 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20696 2.0 31.0 12.0 3.0 30.0 1.0
201501PY20696 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20697 1.0 35.0 3.0 3.0 30.0 1.0
201501PY20699 2.0 63.0 15.0 3.0 30.0 1.0
201501PY20699 1.0 20.0 -1.0 3.0 30.0 1.0
201501PY20700 1.0 60.0 2.0 3.0 30.0 1.0
201501PY20700 1.0 60.0 2.0 3.0 30.0 1.0
201501PY20700 2.0 55.0 1.0 3.0 30.0 1.0
201501PY20701 1.0 48.0 3.0 3.0 30.0 1.0
201501PY20702 1.0 42.0 1.0 3.0 30.0 1.0
201501PY20702 1.0 -1.0 11.0 3.0 30.0 1.0
201501PY20703 1.0 58.0 6.0 3.0 30.0 1.0
201501PY20703 1.0 27.0 10.0 3.0 30.0 1.0
201501PY20704 1.0 41.0 6.0 3.0 30.0 1.0
201501PY20704 2.0 38.0 3.0 3.0 30.0 1.0
201501PY20705 1.0 19.0 14.0 3.0 30.0 1.0
201501PY20705 1.0 27.0 -1.0 3.0 30.0 1.0
201501PY20706 1.0 51.0 9.0 3.0 30.0 1.0
201501PY20706 1.0 51.0 9.0 3.0 30.0 1.0
201501PY20707 2.0 34.0 1.0 3.0 30.0 1.0
201501PY20707 1.0 33.0 3.0 3.0 30.0 1.0
201501PY20708 1.0 41.0 5.0 3.0 30.0 1.0
201501PY20709 1.0 17.0 1.0 3.0 30.0 1.0
201501PY20710 1.0 33.0 -1.0 3.0 30.0 1.0
201501PY20710 2.0 48.0 13.0 3.0 30.0 1.0
201501PY20711 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20713 1.0 22.0 -1.0 3.0 30.0 1.0
201501PY20715 1.0 78.0 12.0 3.0 30.0 1.0
201501PY20715 1.0 16.0 -1.0 3.0 30.0 1.0
201501PY20716 2.0 63.0 -1.0 3.0 30.0 1.0
201501PY20716 2.0 42.0 9.0 3.0 30.0 1.0
201501PY20717 1.0 20.0 -1.0 3.0 30.0 1.0
201501PY20717 2.0 68.0 6.0 3.0 30.0 1.0
201501PY20719 1.0 34.0 -1.0 2.0 30.0 2.0
201501PY20719 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20720 2.0 63.0 5.0 3.0 30.0 1.0
201501PY20720 1.0 -1.0 27.0 3.0 30.0 1.0
201501PY20721 2.0 21.0 14.0 3.0 30.0 1.0
201501PY20722 2.0 30.0 3.0 3.0 30.0 1.0
201501PY20722 1.0 39.0 -1.0 3.0 30.0 1.0
201501PY20723 2.0 48.0 13.0 3.0 30.0 1.0
201501PY20725 1.0 21.0 4.0 3.0 30.0 1.0
201501PY20726 2.0 48.0 7.0 3.0 30.0 1.0
201501PY20726 2.0 50.0 13.0 3.0 30.0 1.0
201501PY20727 2.0 44.0 3.0 3.0 30.0 1.0
201501PY20728 1.0 17.0 3.0 3.0 30.0 1.0
201501PY20728 1.0 17.0 3.0 3.0 30.0 1.0
201501PY20728 1.0 17.0 3.0 3.0 30.0 1.0
201501PY20728 1.0 51.0 1.0 3.0 30.0 1.0
201501PY20729 1.0 62.0 -1.0 2.0 30.0 1.0
201501PY20729 1.0 36.0 -1.0 2.0 30.0 1.0
201501PY20730 1.0 17.0 6.0 3.0 30.0 1.0
201501PY20730 1.0 17.0 10.0 3.0 30.0 1.0
201501PY20730 1.0 18.0 14.0 3.0 30.0 1.0
201501PY20731 1.0 28.0 -1.0 3.0 30.0 1.0
201501PY20731 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20732 1.0 25.0 2.0 3.0 30.0 1.0
201501PY20732 2.0 25.0 7.0 3.0 30.0 1.0
201501PY20733 2.0 -1.0 1.0 3.0 30.0 1.0
201501PY20733 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20735 2.0 44.0 7.0 3.0 30.0 1.0
201501PY20735 2.0 40.0 4.0 3.0 30.0 1.0
201501PY20736 2.0 28.0 8.0 3.0 30.0 1.0
201501PY20736 1.0 -1.0 3.0 3.0 30.0 1.0
201501PY20737 1.0 54.0 11.0 3.0 30.0 1.0
201501PY20738 2.0 -1.0 13.0 3.0 30.0 2.0
201501PY20738 3.0 -1.0 -1.0 3.0 30.0 2.0
201501PY20739 2.0 21.0 13.0 3.0 30.0 1.0
201501PY20739 1.0 55.0 3.0 3.0 30.0 1.0
201501PY20740 1.0 51.0 22.0 3.0 30.0 1.0
201501PY20740 2.0 -1.0 11.0 3.0 30.0 1.0
201501PY20741 1.0 18.0 7.0 3.0 30.0 1.0
201501PY20741 1.0 42.0 -1.0 3.0 30.0 1.0
201501PY20742 1.0 36.0 6.0 3.0 30.0 1.0
201501PY20742 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20743 2.0 72.0 -1.0 3.0 30.0 2.0
201501PY20743 1.0 -1.0 -1.0 3.0 30.0 2.0
201501PY20744 1.0 23.0 -1.0 3.0 30.0 1.0
201501PY20744 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20745 1.0 36.0 -1.0 2.0 30.0 2.0
201501PY20745 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20746 1.0 26.0 6.0 3.0 30.0 1.0
201501PY20746 1.0 26.0 6.0 3.0 30.0 1.0
201501PY20746 1.0 25.0 7.0 3.0 30.0 1.0
201501PY20747 1.0 61.0 4.0 3.0 30.0 1.0
201501PY20747 2.0 40.0 -1.0 3.0 30.0 1.0
201501PY20749 2.0 38.0 3.0 3.0 30.0 1.0
201501PY20749 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20750 2.0 22.0 -1.0 3.0 30.0 1.0
201501PY20750 2.0 44.0 6.0 3.0 30.0 1.0
201501PY20752 1.0 55.0 1.0 3.0 30.0 1.0
201501PY20752 1.0 -1.0 3.0 3.0 30.0 1.0
201501PY20753 1.0 54.0 12.0 3.0 30.0 1.0
201501PY20753 1.0 54.0 12.0 3.0 30.0 1.0
201501PY20753 2.0 62.0 1.0 3.0 30.0 1.0
201501PY20754 1.0 50.0 8.0 3.0 30.0 1.0
201501PY20755 1.0 28.0 -1.0 3.0 30.0 1.0
201501PY20755 1.0 17.0 10.0 3.0 30.0 1.0
201501PY20758 1.0 -1.0 13.0 3.0 30.0 1.0
201501PY20758 1.0 -1.0 2.0 3.0 30.0 1.0
201501PY20759 1.0 24.0 9.0 3.0 30.0 1.0
201501PY20760 1.0 60.0 -1.0 3.0 30.0 1.0
201501PY20761 1.0 65.0 17.0 3.0 30.0 1.0
201501PY20761 2.0 36.0 8.0 3.0 30.0 1.0
201501PY20762 2.0 32.0 10.0 3.0 30.0 1.0
201501PY20763 1.0 55.0 9.0 3.0 30.0 1.0
201501PY20764 1.0 58.0 -1.0 3.0 30.0 1.0
201501PY20764 1.0 53.0 -1.0 3.0 30.0 1.0
201501PY20765 1.0 55.0 16.0 3.0 30.0 1.0
201501PY20765 1.0 55.0 2.0 3.0 30.0 1.0
201501PY20766 1.0 61.0 -1.0 3.0 30.0 1.0
201501PY20766 1.0 61.0 -1.0 3.0 30.0 1.0
201501PY20768 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20768 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20768 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20768 1.0 38.0 -1.0 3.0 30.0 1.0
201501PY20768 1.0 24.0 -1.0 3.0 30.0 1.0
201501PY20769 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20769 2.0 36.0 7.0 3.0 30.0 1.0
201501PY20770 1.0 21.0 6.0 3.0 30.0 1.0
201501PY20770 1.0 21.0 9.0 3.0 30.0 1.0
201501PY20771 2.0 22.0 17.0 3.0 30.0 1.0
201501PY20771 1.0 -1.0 4.0 3.0 30.0 1.0
201501PY20772 1.0 38.0 3.0 3.0 30.0 1.0
201501PY20773 2.0 35.0 8.0 3.0 30.0 1.0
201501PY20773 1.0 58.0 16.0 3.0 30.0 1.0
201501PY20774 2.0 35.0 8.0 3.0 30.0 1.0
201501PY20774 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20775 1.0 71.0 3.0 3.0 30.0 1.0
201501PY20776 1.0 40.0 8.0 3.0 30.0 1.0
201501PY20776 1.0 -1.0 1.0 3.0 30.0 1.0
201501PY20777 1.0 82.0 14.0 3.0 30.0 1.0
201501PY20777 1.0 82.0 14.0 3.0 30.0 1.0
201501PY20778 1.0 20.0 1.0 3.0 30.0 1.0
201501PY20778 1.0 65.0 10.0 3.0 30.0 1.0
201501PY20779 1.0 40.0 1.0 3.0 30.0 1.0
201501PY20780 2.0 36.0 2.0 3.0 30.0 1.0
201501PY20781 1.0 31.0 -1.0 3.0 30.0 1.0
201501PY20781 1.0 18.0 -1.0 3.0 30.0 1.0
201501PY20782 1.0 -1.0 -1.0 2.0 30.0 1.0
201501PY20784 1.0 34.0 -1.0 3.0 30.0 1.0
201501PY20784 1.0 55.0 -1.0 3.0 30.0 1.0
201501PY20784 1.0 54.0 9.0 3.0 30.0 1.0
201501PY20785 2.0 46.0 -1.0 3.0 30.0 1.0
201501PY20785 1.0 81.0 10.0 3.0 30.0 1.0
201501PY20785 1.0 -1.0 8.0 3.0 30.0 1.0
201501PY20786 1.0 31.0 24.0 3.0 30.0 1.0
201501PY20786 2.0 27.0 -1.0 3.0 30.0 1.0
201501PY20787 1.0 51.0 18.0 2.0 30.0 1.0
201501PY20787 1.0 18.0 1.0 2.0 30.0 1.0
201501PY20788 1.0 48.0 5.0 2.0 30.0 1.0
201501PY20788 2.0 54.0 12.0 2.0 30.0 1.0
201501PY20789 2.0 20.0 1.0 3.0 30.0 1.0
201501PY20789 2.0 35.0 8.0 3.0 30.0 1.0
201501PY20790 2.0 28.0 1.0 3.0 30.0 1.0
201501PY20790 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20791 1.0 48.0 -1.0 2.0 30.0 2.0
201501PY20791 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20792 2.0 46.0 3.0 3.0 30.0 1.0
201501PY20792 1.0 60.0 10.0 3.0 30.0 1.0
201501PY20793 1.0 38.0 4.0 3.0 30.0 1.0
201501PY20793 2.0 30.0 9.0 3.0 30.0 1.0
201501PY20794 1.0 37.0 6.0 3.0 30.0 1.0
201501PY20794 1.0 30.0 -1.0 3.0 30.0 1.0
201501PY20795 1.0 52.0 6.0 3.0 30.0 1.0
201501PY20796 1.0 32.0 -1.0 2.0 30.0 2.0
201501PY20796 1.0 -1.0 -1.0 2.0 30.0 2.0
201501PY20797 1.0 35.0 -1.0 3.0 30.0 1.0
201501PY20797 1.0 -1.0 -1.0 3.0 30.0 1.0
201501PY20798 1.0 25.0 -1.0 3.0 30.0 1.0
201501PY20798 1.0 -1.0 1.0 3.0 30.0 1.0
201501PY20799 1.0 70.0 -1.0 3.0 30.0 1.0
201501PY20800 1.0 35.0 3.0 3.0 30.0 1.0
